37fa9c24,a,1710794347833,4,4,43.825542481132125
37fa9c24,a,1710794348419,5,5,70.03990922908966
37fa9c24,f,1710794353156,5,Alas!
3700a6b5,s,1710800163855,nerd,visual,1,4.377973554389797,-6.131964472686957,8.119305930290285,0.7003199535705774
3700a6b5,a,1710800171123,1,0,8.119305930290285
3700a6b5,a,1710800176000,2,2,13.367271202475559
3700a6b5,a,1710800177331,3,9,307.5474835816812
3700a6b5,a,1710800180159,4,3,29.125174501737586
3700a6b5,a,1710800180671,5,4,53.63902490977921
3700a6b5,f,1710800188665,5,Alas!
39a14a51,s,1710804624257,bird,visual,1,7.260096184953188,0.48336452714664446,6.070828408389968,-0.033289126950441436
39a14a51,a,1710804625849,1,4,124.16582547622755
39a14a51,a,1710804626973,2,3,72.86178765440859
29a238cb,s,1710876708978,nerd,visual,1,1.8204561430257848,-1.2786827072488443,-9.078312699377165,0.3511984378606184
29a238cb,a,1710876734125,1,0,-9.078312699377165
1e3a3143,s,1710876814621,nerd,visual,1,7.256848719389133,-6.52398785532609,-7.84537648719942,0.4495055710542128
1e3a3143,a,1710876818175,1,0,-7.84537648719942
37bac483,s,1710876828496,nerd,analytical,1,3.4719029534783483,5.238773600455463,-1.5075641213302138,-0.7544527699437803
355c646,s,1710876832519,nerd,visual,1,1.8167422255772459,1.3220057227483029,5.978185042016506,-0.36383965323651046
355c646,a,1710876835495,1,0,5.978185042016506
18f7bc85,s,1710876901437,bird,analytical,1,7.586696297326888,9.500368590616784,-4.4750902364412815,-0.6261202648881676
12645e1,s,1710876905727,bird,analytical,1,9.863730761873754,-2.506118760425795,5.924946285495803,0.1270370623918836
1ed3077a,s,1710876913142,nerd,visual,1,4.6883431487728995,5.117590368660048,1.9083363728048361,-0.545778135928414
1ed3077a,a,1710876915775,1,0,1.9083363728048361
167cbd2a,s,1710876941445,nerd,visual,1,7.747245524140009,-1.8028943074128367,-8.551433195974523,0.11635711697758339
167cbd2a,a,1710876943215,1,0,-8.551433195974523
9dd57bb,s,1710877002892,nerd,visual,1,5.5337366544898625,-2.7386390071649425,0.09435493722335053,0.24744934373981417
9dd57bb,a,1710877006564,1,0,0.09435493722335053
9dd57bb,a,1710877073774,2,0,0.09435493722335053
9dd57bb,a,1710877075610,3,1,2.8894525845482706
9dd57bb,a,1710877076907,4,2,16.752023540852917
9dd57bb,a,1710877101835,5,3,41.682067806137276
9dd57bb,a,1710877104283,6,4,77.67958538040139
9dd57bb,a,1710877105574,7,5,124.7445762636452
9dd57bb,a,1710877107455,8,1,2.8894525845482706
9dd57bb,a,1710877108387,9,2,16.752023540852917
a24471,s,1710878187798,both,visual,1,3.076030482551666,-5.965105321267021,4.642559931625971,0.9696108922039639
a24471,a,1710878189359,1,3,14.431518310789905
a24471,a,1710878190124,2,4,29.998626367384542
a24471,a,1710878190758,3,3,14.431518310789905
a24471,a,1710878191249,4,1,1.753485092910616
a24471,f,1710878191293,4,Hooray!
373cbbe1,s,1710878212793,both,visual,2,9.69149378825705,-6.914462449146721,6.997261153470802,0.3567284156713183
373cbbe1,a,1710878214811,1,3,73.4773179003441
373cbbe1,a,1710878215553,2,4,134.40331196899672
373cbbe1,a,1710878224049,3,0,6.997261153470802
373cbbe1,a,1710878224881,4,3,73.4773179003441
373cbbe1,a,1710878225684,5,2,31.93431140820556
373cbbe1,a,1710878226642,6,1,9.774292492581132
2ce247b4,s,1710878263912,bored,visual,2,5.781816445217502,-4.541601944510147,5.2202489085747175,0.392748713794502
2ce247b4,a,1710878298407,1,6,186.11602926934393
2ce247b4,a,1710878299775,2,7,256.7380411126613
2ce247b4,a,1710878300337,3,5,127.05765031646152
2ce247b4,a,1710878300739,4,3,43.6317910820018
2ce247b4,a,1710878301190,5,2,19.264310800424433
2ce247b4,a,1710878301648,6,1,6.460463409282072
2ce247b4,a,1710878302063,7,2,19.264310800424433
2ce247b4,a,1710878302369,8,3,43.6317910820018
2ce247b4,a,1710878302641,9,2,19.264310800424433
2ce247b4,a,1710878302929,10,3,43.6317910820018
9ebd639,s,1710878390337,both,visual,2,5.049143410475551,2.6401375783156578,9.390099414470537,-0.26144410681999203
9ebd639,a,1710878391884,1,4,100.736944295342
9ebd639,a,1710878392800,2,3,62.75280284369747
9ebd639,a,1710878393508,3,2,34.86694821300406
9ebd639,a,1710878394363,4,1,17.079380403261744
7311dd,s,1710878538475,both,analytical,2,4.5802326106455,2.8735347799502,-4.951640154167114,-0.31368873856662355
2427108e,s,1710878540119,both,analytical,2,6.423308960800526,-4.340776327645326,0.5505619813705032,0.33789253748618864
c8d39d0,s,1710878542054,both,analytical,2,2.7327377733931657,0.9609388816779365,7.991538433268353,-0.17581981173494832
14f40857,s,1710878543316,both,visual,2,9.595464941047974,-9.856222465301908,-0.8033358356073563,0.5135875398355348
14f40857,a,1710878544848,1,3,55.98718123791869
d7d2783,s,1710878742105,bored,analytical,2,9.870453641975564,2.690635635527663,0.11968100352738098,-0.13629746580670501
3728b5f5,s,1710878745576,bored,visual,2,4.39328079102917,-7.384777958859061,-0.746647763272307,0.8404627782884215
3728b5f5,a,1710878747205,1,3,16.63854547941304
2b20e4c9,s,nerd,visual,5.236570819731303,1.0527580159738257,-8.53265020244697,-0.10051979169335902,1710880090384
200cd29f,s,1710887755478,nerd,visual,1,0.45625231284846957,0.42743967434197394,-9.06142271896164,-0.4684246658097875
200cd29f,a,1710887757722,1,0,-9.06142271896164
200cd29f,a,1710887759057,2,1,-8.177730731771197
200cd29f,a,1710887760220,3,2,-6.381534118883815
200cd29f,a,1710887761327,4,3,-3.6728328802994925
200cd29f,a,1710887768458,5,4,-0.05162701601823194
200cd29f,a,1710887771696,6,5,4.4820834739599675
200cd29f,a,1710887778125,7,6,9.928298589635109
200cd29f,a,1710887784183,8,-1,-9.032610080455145
200cd29f,a,1710887823214,9,-0.49,-9.161321979074291
200cd29f,f,1710887823240,9,Hooray!
386c25ac,s,1710888095681,nerd,analytical,3,9.871785578430357,7.872928092803871,6.728907643763641,-0.39875907100363145
386c25ac,a,1710888097509,1,0,6.728907643763641
386c25ac,a,1710888098620,2,1,24.47362131499787
386c25ac,a,1710888099341,3,2,61.96190614309281
39b3687f,s,1710888102971,bird,analytical,3,9.010377649518375,4.2758654557671285,-2.4766987190183176,-0.23727448626948966
39b3687f,f,1710888107333,0,Alas!
d3979ab,s,1710888112283,nerd,analytical,3,0.4546553407524411,-0.23801448093184163,8.367306759069916,0.2617526504119964
342d583,s,1710888115606,nerd,analytical,3,3.112312589899715,-2.492782714587893,-6.532569498407536,0.4004711356239791
2d9b59a2,s,1710888119421,nerd,visual,3,9.023311296011778,-5.6189549109595704,5.864306358922883,0.3113577004399204
2d9b59a2,a,1710888121212,1,0,5.864306358922883
7005ef2,s,1710888992371,nerd,visual,1,1.6251128512310298,-0.7902495844506809,-8.037432916803251,0.24313683319040386
7005ef2,a,1710888994428,1,0,-8.037432916803251
7005ef2,a,1710889008147,2,1,-7.202569650022902
7005ef2,a,1710889010367,3,2,-3.117480680780494
7005ef2,a,1710889011985,4,-1,-5.62207048112154
7005ef2,a,1710889020117,5,0.4,-8.093514694386558
7005ef2,a,1710889024379,6,0.5,-8.026279496220834
7005ef2,a,1710889026780,7,0.3,-8.128247635527662
7005ef2,a,1710889029487,8,0.2,-8.130478319644146
7005ef2,f,1710889029505,8,Hooray!
302215a7,s,1710889046515,nerd,visual,1,4.469181388946614,7.196110463675165,-8.55476467193319,-0.8050814945073518
386c2be6,s,1710889050512,nerd,analytical,1,5.816490354235723,-6.285716746626888,0.39042287631351513,0.540335869554865
386c2be6,a,1710889063357,1,0,0.39042287631351513
386c2be6,a,1710889065458,2,1,-0.07880351607764968
386c2be6,a,1710889073289,3,2,11.084950800002632
386c2be6,a,1710889076496,4,-1,12.492629977176126
386c2be6,a,1710889095977,5,-0.5,4.98740383818589
386c2be6,a,1710889100501,6,0.5,-1.2983129084409981
386c2be6,f,1710889100503,6,Hooray!
1ba02174,s,1710889516572,nerd,visual,1,6.0803838414332985,5.779946206761149,-8.394917804650728,-0.47529451737693845
1ba02174,a,1710889518953,1,1,3.465412243543721
1ba02174,a,1710889520090,2,2,27.48650997460476
1ba02174,a,1710889522967,3,0,-8.394917804650728
1ba02174,a,1710889525000,4,-2,4.366725147560167
1ba02174,a,1710889529327,5,-1,-8.094480169978578
1ba02174,f,1710889534128,6,Hooray!
1ba02174,a,1710889534109,6,-0.5,-9.764794947672979
243298c4,s,1710889560416,bird,visual,1,6.354717032138361,-6.206543334732184,0.5511429124902101,0.48834144017296105
243298c4,f,1710889565065,0,Alas!
15524a5a,s,1710889570250,bird,visual,1,0.4709764360973322,-1.8319720553424226,9.890588814543904,1.9448659369487293
15524a5a,f,1710889573115,0,Alas!
20daefaa,s,1710889576771,bird,visual,1,3.9398531760755073,3.5401207395030845,7.4066592922775385,-0.44927064300266684
20daefaa,f,1710889580027,0,Alas!
22cccd29,s,1710889584460,nerd,visual,1,3.0323903066014823,-4.419392114202463,-5.547158229158531,0.7286977709600067
22cccd29,f,1710889588282,0,Alas!
1455b14a,s,1710889592557,bored,visual,1,4.447202058692283,-2.980910821072573,3.157543232493424,0.335144522525824
1455b14a,f,1710889597824,0,Alas!
ca268ce,s,1710889603968,both,analytical,1,2.4747039394162385,6.9247241520350045,7.594535400768297,-1.3991015332663364
ca268ce,a,1710889606914,1,0,7.594535400768297
ca268ce,a,1710889609900,2,-1,3.1445151881495317
ca268ce,a,1710889612899,3,1,16.993963492219542
ca268ce,a,1710889615235,4,-2,3.643902854363242
ca268ce,a,1710889620742,5,-1.5,2.7755330364023267
ca268ce,a,1710889624614,6,-0.5,4.750849309604854
ca268ce,a,1710889634387,7,-1.7,2.974398727221719
ca268ce,a,1710889639428,8,-1.3,2.774643660736235
ca268ce,a,1710889702716,9,-1.2,2.848440091085675
ca268ce,a,1710889709281,10,-1.4,2.750341309175118
ca268ce,f,1710889709283,10,Hooray!
2eb3ba16,s,1710889820477,nerd,visual,2,3.206100943648642,7.795039162441981,-8.348456086769573,-1.215657164176962
2eb3ba16,a,1710889824024,1,1,2.6526840193210504
2eb3ba16,a,1710889887004,2,0,-8.348456086769573
2eb3ba16,a,1710889897376,3,-5,32.828871692236575
2eb3ba16,a,1710889913418,4,-2,-11.114130637058967
2eb3ba16,a,1710889918603,5,-1,-12.937394305562911
2eb3ba16,a,1710889948741,6,-0.8,-12.532582812788027
2eb3ba16,a,1710889958155,7,-1.1,-13.043617023640895
2eb3ba16,a,1710889966123,8,-1.3,-13.063696403177943
2eb3ba16,a,1710889999577,9,-1.2,-13.085717722845907
2eb3ba16,a,1710890029057,10,-1.25,-13.082722315371047
2eb3ba16,a,1710890036700,11,-1.15,-13.072682625602521
2eb3ba16,a,1710890074442,12,-1.175,-13.081203987313994
2eb3ba16,a,1710890093186,13,-1.225,-13.086223832198257
32dfbbdb,s,1710890123008,nerd,visual,1,3.0415726844479196,-8.80974859984789,-8.704950018930099,1.4482225995935651
32dfbbdb,a,1710890127374,1,0,-8.704950018930099
2eb3ba16,a,1710890127960,14,-1.2255,-13.086193076598272
32dfbbdb,a,1710890129902,2,-1,3.14637126536571
32dfbbdb,a,1710890130899,3,1,-14.473125934330069
32dfbbdb,a,1710890133412,4,2,-14.158156480834199
32dfbbdb,a,1710890135644,5,1.5,-15.076034378694114
32dfbbdb,a,1710890137908,6,1.25,-14.964678449290087
32dfbbdb,a,1710890140340,7,1.75,-14.80719372254215
32dfbbdb,a,1710890143077,8,1.3,-15.017365362015372
32dfbbdb,a,1710890148717,9,1.45,-15.084178919657788
32dfbbdb,f,1710890148734,9,Hooray!
3228ac61,s,1710890166866,bird,analytical,2,3.8612984348018298,-6.8541154323437015,-9.484080536465168,0.8875402339492401
3228ac61,a,1710890169059,1,0,-9.484080536465168
2eb3ba16,a,1710890170317,15,-1.222,-13.086374701738254
3228ac61,a,1710890171706,2,-1,1.2313333306803642
2eb3ba16,f,1710890170335,15,Hooray!
3228ac61,a,1710890174852,3,1,-12.47689753400704
3228ac61,a,1710890179086,4,0.5,-11.94581364393656
3228ac61,a,1710890182092,5,-0.5,-5.09169821159286
3228ac61,a,1710890185135,6,0.9,-12.525132693385018
3228ac61,a,1710890189117,7,0.8,-12.496141884066958
3228ac61,a,1710890193181,8,0.7,-12.389925106052862
3228ac61,a,1710890195513,9,0.89,-12.525708781044532
3228ac61,f,1710890195514,9,Hooray!
9c95636,s,1710890291977,bird,visual,2,9.234642309378282,-7.572775215322425,8.045857103629185,0.41001995321637197
9c95636,f,1710890295717,0,Alas!
fd0d350,s,1710890296670,both,visual,2,4.009754332335282,-4.5895376547391065,5.171889992374323,0.5722966140005588
fd0d350,a,1710890299119,1,0,5.171889992374323
fd0d350,a,1710890299777,2,1,4.592106669970499
fd0d350,a,1710890304611,3,0.5,3.8795597480885906
a9199f,s,1710890306623,nerd,visual,1,6.1217770500987125,3.6023097381381106,-3.562482834597067,-0.2942209189143881
2370c811,s,1710890305508,bird,analytical,2,9.350316289388836,5.908700817673282,1.4546244400092512,-0.3159626174559862
fd0d350,a,1710890307064,4,0.25,4.275115224460502
a9199f,a,1710890309144,1,0,-3.562482834597067
fd0d350,a,1710890309316,5,0.75,3.98522356325859
2370c811,a,1710890309389,1,0,1.4546244400092512
a9199f,a,1710890311981,2,1,6.161603953639756
2370c811,a,1710890310798,2,1,16.71364154707137
2370c811,a,1710890312233,3,-1,4.896239911724805
a9199f,a,1710890314668,3,-1,-1.0430155226364652
fd0d350,a,1710890314658,6,0.6,3.861678959171561
a9199f,a,1710890317243,4,0.5,-0.23088370300333372
fd0d350,a,1710890317932,7,0.65,3.8828117222055605
2370c811,a,1710890317099,4,0.5,6.746553921193101
a9199f,a,1710890319125,5,-0.5,-3.8331934411414443
2370c811,a,1710890318733,5,-0.5,0.8378531035198193
a9199f,a,1710890322736,6,-0.4,-4.023922401836518
fd0d350,a,1710890323797,8,0.5,3.8795597480885906
a9199f,a,1710890325173,7,-0.3,-4.092215821529616
a9199f,f,1710890325191,7,Hooray!
fd0d350,a,1710890326599,9,0.55,3.860594967799238
fd0d350,a,1710890332618,10,0.58,3.8588395100232304
1497dc91,s,1710890333075,nerd,analytical,1,7.2282129779417925,-6.91855481388338,-2.8566413149700898,0.4785798948506781
fd0d350,a,1710890334938,11,0.57,3.858622711748766
fd0d350,f,1710890334954,11,Hooray!
1497dc91,a,1710890336037,1,0,-2.8566413149700898
1497dc91,a,1710890337338,2,1,-2.546983150911677
1497dc91,a,1710890342385,3,-1,11.290126476855082
347b6a00,s,1710890343948,nerd,visual,3,1.0518056717837365,-4.966221513614788,-1.379701584601495,2.360807536430504
347b6a00,a,1710890346065,1,0,-1.379701584601495
2370c811,a,1710890345949,6,-0.7,1.900188849438483
1497dc91,f,1710890348103,4,Hooray!
347b6a00,a,1710890348660,2,-1,4.63832560079703
1497dc91,a,1710890348101,4,0.5,-4.5088654774263315
347b6a00,a,1710890350890,3,1,-5.294117426432546
2370c811,a,1710890351640,7,-0.3,0.5235426607522619
347b6a00,a,1710890354575,4,2,-7.104921924696125
347b6a00,a,1710890357443,5,3,-6.812115079392232
3a2345f5,s,1710890359137,both,analytical,1,2.7321019221529985,-6.626137327486052,-2.7715797276725107,1.2126446077576067
3a2345f5,a,1710890361206,1,0,-2.7715797276725107
3a2345f5,a,1710890363023,2,1,-6.665615133005565
3a2345f5,a,1710890366427,3,2,-5.0954466940326215
347b6a00,a,1710890367538,6,2.5,-7.221469919990112
3a2345f5,a,1710890369600,4,1.5,-6.563556394057343
347b6a00,a,1710890369459,7,2.3,-7.237959062179541
347b6a00,a,1710890372088,8,2.4,-7.240232547802664
3a2345f5,f,1710890375062,5,Hooray!
3a2345f5,a,1710890375061,5,1.2,-6.788717752755455
347b6a00,a,1710890379760,9,2.1,-7.170303750626271
347b6a00,a,1710890381219,10,2.2,-7.214649463120744
347b6a00,a,1710890389983,11,2.25,-7.228933776829603
347b6a00,a,1710890394500,12,4,-4.415696890520863
347b6a00,a,1710890396099,13,3.5,-5.876857402902479
347b6a00,a,1710890399312,14,2.7,-7.120836324057983
347b6a00,a,1710890404770,15,2.35,-7.241725319170562
8d64bd9,s,1710890406755,nerd,visual,1,7.136027493260577,6.830361546262797,-9.840330169756651,-0.47858290573526674
347b6a00,a,1710890407819,16,2.325,-7.240499569219915
8d64bd9,a,1710890408569,1,0,-9.840330169756651
2370c811,a,1710890417298,8,-0.1,0.9572575211358114
2370c811,a,1710890422914,9,-0.4,0.5871947192421525
8d64bd9,a,1710890427718,2,2,32.36450289581124
8d64bd9,a,1710890430576,3,0.5,-4.6411425233101085
8d64bd9,a,1710890434339,4,-1,-9.53466422275887
2370c811,a,1710890436087,10,-0.25,0.561844003677733
8d64bd9,a,1710890438100,5,-5,134.4085494304438
8d64bd9,a,1710890441168,6,-0.5,-11.471504069572905
8d64bd9,f,1710890441184,6,Hooray!
2370c811,a,1710890476070,11,-0.27,0.5409132767339113
2370c811,a,1710890480723,12,-0.31,0.5214925819408011
2370c811,a,1710890487762,13,-0.35,0.5319928992737348
30fbda7b,s,1710890508823,nerd,analytical,2,3.1011872760582415,-8.484040370025486,6.918231316319275,1.3678697245283926
30fbda7b,a,1710890511344,1,0,6.918231316319275
30fbda7b,a,1710890513254,2,1,1.5353782223520307
30fbda7b,a,1710890516026,3,2,2.354899680501269
30fbda7b,a,1710890524804,4,0.5,3.4515079503210924
2370c811,a,1710890526267,14,-0.33,0.5230026140915125
30fbda7b,a,1710890531233,5,1.5,1.1698421324120902
30fbda7b,a,1710890535343,6,1.25,1.1587859726284204
30fbda7b,a,1710890540707,7,1.13,1.2911717309892445
30fbda7b,a,1710890544451,8,1.27,1.1454050039412458
30fbda7b,a,1710890547390,9,1.3,1.129985331824571
30fbda7b,a,1710890557685,10,1.4,1.1189018593577478
30fbda7b,a,1710890562342,11,1.44,1.1318351191169453
30fbda7b,a,1710890567538,12,1.41,1.1212048181147294
30fbda7b,a,1710890581334,13,1.43,1.127671447994329
2370c811,a,1710890582601,15,-0.305,0.5222838634392968
2370c811,f,1710890598969,16,Hooray!
2370c811,a,1710890598968,16,-0.315,0.5211688162567747
30fbda7b,a,1710890603583,14,1.38,1.1161566542094201
30fbda7b,a,1710890608795,15,1.37,1.1157144078180732
30fbda7b,f,1710890608796,15,Hooray!
168caa69,s,1710890629344,nerd,visual,2,2.859306413896212,8.161677848628166,0.7524660926249958,-1.4272128738918048
168caa69,a,1710890632587,1,0,0.7524660926249958
168caa69,a,1710890636614,2,1,11.773450355149373
168caa69,a,1710890638976,3,-1,-4.549905342106959
168caa69,a,1710890641307,4,-2,-4.133663949046488
168caa69,a,1710890645002,5,-1.5,-5.056611249050776
168caa69,a,1710890651292,6,-1.4,-5.069642324217862
168caa69,a,1710890654495,7,-1.3,-5.025487271107021
168caa69,a,1710890657949,8,-1.45,-5.07027505266906
168caa69,a,1710890661510,9,-1.35,-5.054713063697181
168caa69,a,1710890683037,10,-1.43,-5.0717375451369175
168caa69,f,1710890683059,10,Hooray!
1a9617f1,s,1710890749262,both,analytical,3,4.363678226278051,-1.5081633279805082,4.2505901305469695,0.17280872348680013
1a9617f1,a,1710890757456,1,0,4.2505901305469695
1a9617f1,a,1710890827094,2,-1,10.122431684805528
1a9617f1,a,1710890830961,3,1,7.106105028844512
9f1283e,s,1710890838111,bored,analytical,1,4.247272536745124,3.1057903855208977,8.604524468890684,-0.3656217441488938
9f1283e,a,1710890840296,1,0,8.604524468890684
9f1283e,a,1710890842416,2,-1,9.74600662011491
9f1283e,a,1710890843895,3,1,15.957587391156705
9f1283e,a,1710890846771,4,0.01,8.636007099999567
9f1283e,a,1710890852915,5,-0.01,8.573891292289149
9f1283e,a,1710890857193,6,-0.02,8.544107570194964
9f1283e,a,1710890861380,7,-0.05,8.459853130956501
1a9617f1,a,1710890860309,4,-0.3,5.095770169306147
9f1283e,a,1710890865030,8,-0.1,8.336418155706045
9f1283e,a,1710890866748,9,-0.5,8.113447410316516
9f1283e,a,1710890869666,10,-0.9,9.249603876685427
9f1283e,a,1710890872444,11,-0.75,8.664272481669142
9f1283e,a,1710890877664,12,-0.6,8.27006835080639
9f1283e,a,1710890881381,13,-0.55,8.18113969921959
9f1283e,a,1710890884275,14,-0.51,8.125286959082432
9f1283e,a,1710890886517,15,-0.49,8.102457316057949
9f1283e,a,1710890888905,16,-0.48,8.09231667630673
9f1283e,a,1710890898293,17,-0.45,8.066991484097167
1a9617f1,a,1710890897601,5,0.3,4.1908721725178415
9f1283e,a,1710890903002,18,-0.4,8.041771920561544
9f1283e,f,1710890903002,18,Hooray!
1a9617f1,a,1710890903408,6,0.7,5.333078131836858
1a9617f1,a,1710890914065,7,0.5,4.587428023126228
1a9617f1,a,1710890922291,8,0.25,4.146279187694221
1a9617f1,a,1710890926729,9,0.2,4.12350459400199
1a9617f1,a,1710890934008,10,0.1,4.143410580011699
1a9617f1,a,1710891089955,11,0.21,4.126314041449925
1a9617f1,a,1710891097253,12,0.19,4.121567882199311
1a9617f1,a,1710891100666,13,0.18,4.120503906041887
1a9617f1,a,1710891106887,14,0.17,4.120312665529719
1a9617f1,a,1710891110387,15,0.15,4.12254839144115
1a9617f1,a,1710891113761,16,0.16,4.120994160662806
dc8f1dd,s,nerd,analytical,2.129231492230652,-7.1201062631601975,6.776935112498435,1.6719897035951086,1710900016539
dc8f1dd,a,0,6.776935112498435,1,1710900021021
dc8f1dd,a,1,1.7860603415688896,2,1710900023170
dc8f1dd,a,2,1.053648555100649,3,1710900023624
1fd412a7,s,bird,analytical,9.365574466981244,-1.79440725095243,0.3523540563791183,0.09579803445473067,1710900022650
dc8f1dd,f,3,Alas!,1710900026125
1fd412a7,a,6,326.7465913619893,1,1710900024855
1fd412a7,a,5,225.51967947614804,2,1710900025497
1fd412a7,a,4,143.02391652426928,3,1710900025841
1fd412a7,a,2,34.22583742239923,4,1710900026197
1fd412a7,a,1,7.923521272407932,5,1710900026669
1fd412a7,a,3,79.25930250635301,6,1710900027112
13ea52f5,s,bird,analytical,6.900562484371683,2.5501504866361735,-0.27438548444888866,-0.18477845048224154,1710900105742
75f04b,s,bird,analytical,4.4021605142280436,4.705876696981633,-4.703217088346882,-0.5344962640244445,1710900108775
32a7af57,s,bird,visual,4.661730799988171,5.153293682942488,8.759749207975286,-0.5527232163379708,1710900112993
32a7af57,a,1,18.574773690905946,1,1710900114975
32a7af57,a,2,37.71325977381295,2,1710900116352
32a7af57,a,3,66.17520745669628,3,1710900117935
32a7af57,a,0,8.759749207975286,4,1710900121833
32a7af57,a,-1,8.26818632502097,5,1710900124350
32a7af57,a,-2,17.100085042042995,6,1710900127724
32a7af57,a,-0.1,8.29103714768092,7,1710900155306
32a7af57,a,-0.2,7.915559703386315,8,1710900161280
32a7af57,a,-0.4,7.444308662796399,9,1710900166227
